region,company_name,duns_number,status,capabilities,Legend_Specialization,certification,subsidiary,overseas,website,contact,address_full,primary_naics_code,primary_naics_description,secondary_naics_code,secondary_naics_description,company_type,import_export,global_duns_no,global_name,immediate_parent_duns_no,immediate_parent_name,latitude,line_of_business,longtitude,manufacturing_indicator,marketing_prescreen_score,marketing_prescreen_ranking,minority_owned_indicator,owns_rents,phone_no,subsidiary_status,web_address_url,year_of_founding,auditors,trade_style,employer_id_number_ein,domestic_parent_duns_no,domestic_parent_name,location_type,mailing_address,mailing_city,mailing_country_region,mailing_county,mailing_state,mailing_zipcode,address,physical_address,physical_city,physical_country_region,physical_county,physical_state,physical_zipcode,physical_zipcode_short,secondary_sic_code,secondary_sic_description,primary_sic_code,primary_sic_description,facility_size,sales_volume_2020,employee_all_sites_2020,employee_this_sites_2020,avg_ann_dod_total_revenue,avg_dod_contract_value
Chicago,FORMCO METAL PRODUCTS INC,16-967-7775,16-967-7775,Metal stampings,Metal stamping,IATF16949 and ISO9001,No,No,https://www.formcometal.com/,https://www.formcometal.com/contact.htm,"260 CORTLAND AVE, LOMBARD, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.911023,MFG METAL STAMPINGS,-88.023935,Non Manufacturer,N/A,N/A,No,Rent,(630) 691-0561,Non-Subsidiary,WWW.FORMCOMETAL.COM,2004,,,,,,Single Location,,,,,,,"260 CORTLAND AVE, LOMBARD, IL 60148",260 CORTLAND AVE,LOMBARD,USA,DUPAGE,IL,601481253,60148,,,34690000,"Metal stampings, nec",0,NA,NA,NA,NA,NA
Chicago,SPRING EXCEL & STAMPING INC,00-508-2706,00-508-2706,"Metal stampings, four-slide parts, wire forms, assemblies",Metal stamping,ISO9001,No,No,https://www.excelspring.com/,https://www.excelspring.com/contact/,"1080 INDUSTRIAL DR, BENSENVILLE, IL",332618,Other Fabricated Wire Product Manufacturing,,,Private,,,,,,41.975961,MFG MISC FABRICATED WIRE PRODUCTS,-87.955629,Non Manufacturer,Low,N/A,No,,(630) 595-8585,Non-Subsidiary,WWW.EXCELSPRING.COM,1963,,,362495546,,,Single Location,,,,,,,"1080 INDUSTRIAL DR, BENSENVILLE, IL 60106",1080 INDUSTRIAL DR,BENSENVILLE,USA,DUPAGE,IL,601061215,60106,,,34960000,Miscellaneous fabricated wire products,0,NA,NA,NA,NA,NA
Chicago,GATES WASHER & MANUFACTURING CO,00-511-7825,00-511-7825,Specialty washers and light stampings,Metal stamping,ISO9001,No,No,https://gateswasher.com/index.html,https://gateswasher.com/qualitycontact.html,"521113 N OTTO AVE, CHICAGO, IL",332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",,,Private,,,,,,41.85003,MFG BOLTS/SCREWS/RIVETS,-87.65005,Non Manufacturer,Low,N/A,No,,(773) 992-3737,Non-Subsidiary,WWW.GATESWASHER.COM,1957,,,362366899,,,Single Location,,,,,,,"521113 N OTTO AVE, CHICAGO, IL 60656",521113 N OTTO AVE,CHICAGO,USA,COOK,IL,60656,60656,,,34520203,"Washers, metal",0,NA,NA,NA,NA,NA
Chicago,COLUMBIA METAL SPINNING CO,02-989-0827,02-989-0827,"Metal stamping, metal spinning",Metal stamping,ISO9001 and IATF16949,No,No,https://www.cmspinning.com/index.html,https://www.cmspinning.com/contact-us.html,"1644 W WRIGHTWOOD AVE, CHICAGO, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.928784,MFG METAL STAMPINGS,-87.67007,Non Manufacturer,N/A,N/A,No,,(773) 525-4061,Non-Subsidiary,,2010,,,,,,Single Location,,,,,,,"1644 W WRIGHTWOOD AVE, CHICAGO, IL 60614",1644 W WRIGHTWOOD AVE,CHICAGO,USA,COOK,IL,606141939,60614,,,34699915,Spinning metal for the trade,0,NA,NA,NA,NA,NA
Chicago,ALL-AMERICAN METAL SPINNING CO,00-520-0779,00-520-0779,Metal spinning,Metal stamping,No,NA,NA,https://www.manta.com/c/mmcxpmg/all-american-metal-spinning-co,https://www.manta.com/c/mmcxpmg/all-american-metal-spinning-co,"2955 N NEWLAND AVE, CHICAGO, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.934193,MFG METAL STAMPINGS,-87.799197,Non Manufacturer,N/A,N/A,No,Owns,(773) 637-5615,Non-Subsidiary,,1945,,TIPTON MAUFACTURING,,,,Single Location,,,,,,,"2955 N NEWLAND AVE, CHICAGO, IL 60634",2955 N NEWLAND AVE,CHICAGO,USA,COOK,IL,606344835,60634,,,34699915,Spinning metal for the trade,0,NA,NA,NA,NA,NA
Chicago,THEODORE ECKERT FOUNDATION,03-735-8160,03-735-8160,Metal stamping ,Metal stamping,No,NA,NA,https://www.manta.com/c/mb0rw1v/theodore-eckert-foundation,https://www.manta.com/c/mb0rw1v/theodore-eckert-foundation,"5757 W HOWARD ST, NILES, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,42.01915,MFG METAL STAMPINGS,-87.770085,Non Manufacturer,N/A,N/A,No,,,Non-Subsidiary,,2001,,,364333970,,,Single Location,,,,,,,"5757 W HOWARD ST, NILES, IL 60714",5757 W HOWARD ST,NILES,USA,COOK,IL,607144012,60714,,,34690000,"Metal stampings, nec",0,NA,NA,NA,NA,NA
Chicago,BARRETT TOOL & DIE INC,06-848-6331,06-848-6331,"Machine parts, stamped or pressed metal ",Metal stamping,No,NA,NA,https://www.dandb.com/businessdirectory/barretttooldieinc-desplaines-il-14227187.html,https://www.dandb.com/businessdirectory/barretttooldieinc-desplaines-il-14227187.html,"2190 OXFORD RD, DES PLAINES, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,42.012528,MFG METAL STAMPINGS,-87.912128,Non Manufacturer,N/A,N/A,No,Rent,,Non-Subsidiary,,1971,,,362801589,,,Single Location,,,,,,,"2190 OXFORD RD, DES PLAINES, IL 60018",2190 OXFORD RD,DES PLAINES,USA,COOK,IL,600181920,60018,,,34699908,"Machine parts, stamped or pressed metal",0,NA,NA,NA,NA,NA
Chicago,SUPERIOR SPRING CORPORATION,09-898-1731,09-898-1731,"Spring, stamping",Metal stamping,No,NA,NA,https://www.manta.com/c/mmj750b/superior-spring-stamping-co,https://www.manta.com/c/mmj750b/superior-spring-stamping-co,"9325 KING ST, FRANKLIN PARK, IL",332613,Spring Manufacturing,,,Private,,,,,,41.940459,MFG WIRE SPRINGS,-87.859203,Non Manufacturer,N/A,N/A,No,Owns,(847) 671-6600,Non-Subsidiary,,1977,,SUPERIOR SPRING & STAMPING CO,362950660,,,Single Location,,,,,,,"9325 KING ST, FRANKLIN PARK, IL 60131",9325 KING ST,FRANKLIN PARK,USA,COOK,IL,601312113,60131,,,34950000,Wire springs,0,NA,NA,NA,NA,NA
Chicago,ACME MONROE TAG CO,62-118-2299,62-118-2299,"Automobile license tags, stamped metal",Metal stamping,No,NA,NA,https://www.dandb.com/businessdirectory/acmemonroetagco-lagrange-il-21160446.html,https://www.dandb.com/businessdirectory/acmemonroetagco-lagrange-il-21160446.html,"522 7TH AVE, LA GRANGE, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.804658,MFG METAL STAMPINGS,-87.866845,Non Manufacturer,N/A,N/A,No,,(708) 588-8210,Non-Subsidiary,,2006,,,,,,Single Location,,,,,,,"522 7TH AVE, LA GRANGE, IL 60525",522 7TH AVE,LA GRANGE,USA,COOK,IL,605256702,60525,,,34699902,"Automobile license tags, stamped metal",0,NA,NA,NA,NA,NA
Chicago,WELUTECH,80-371-5098,80-371-5098,Metal stamping,Metal stamping,No,NA,NA,https://www.manta.com/mb_55_E51D5000_4C6/metal_stampings_nec/chicago_il,https://www.manta.com/mb_55_E51D5000_4C6/metal_stampings_nec/chicago_il,"7317 S PAXTON AVE, CHICAGO, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.762186,"METAL STAMPINGS, NEC, NSK",-87.571266,Non Manufacturer,N/A,N/A,No,,(773) 858-3665,Non-Subsidiary,,2008,,,,,,Single Location,,,,,,,"7317 S PAXTON AVE, CHICAGO, IL 60649",7317 S PAXTON AVE,CHICAGO,USA,COOK,IL,606493212,60649,,,34690000,"Metal stampings, nec",0,NA,NA,NA,NA,NA
Chicago,LION MANUFACTURING INC,88-362-4777,88-362-4777,Stamping metal,Metal stamping,No,NA,NA,https://www.manta.com/c/mtwzgj9/lion-manufacturing,https://www.manta.com/c/mtwzgj9/lion-manufacturing,"2395 DELTA LN, ELK GROVE VILLAGE, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.99193,MFG METAL STAMPINGS,-87.941901,Non Manufacturer,N/A,N/A,No,Rent,,Non-Subsidiary,,1995,,,,,,Single Location,,,,,,,"2395 DELTA LN, ELK GROVE VILLAGE, IL 60007",2395 DELTA LN,ELK GROVE VILLAGE,USA,COOK,IL,600076301,60007,,,34699916,Stamping metal for the trade,0,NA,NA,NA,NA,NA
Chicago,GAEL DANAN,01-697-6628,01-697-6628,Metal stamping,Metal stamping,No,No,No,https://www.manta.com/c/mm7x3fs/gael-danan,https://www.manta.com/c/mm7x3fs/gael-danan,"830 LAVERGNE AVE, WILMETTE, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,42.078736,MFG METAL STAMPINGS,-87.756567,Non Manufacturer,N/A,N/A,No,,,Non-Subsidiary,,1987,,GAEL DANAN ASSOCIATES,,,,Single Location,P.O. BOX 645,WILMETTE,USA,COOK,ILLINOIS,600910645,"830 LAVERGNE AVE, WILMETTE, IL 60091",830 LAVERGNE AVE,WILMETTE,USA,COOK,IL,600912073,60091,,,34690000,"Metal stampings, nec",0,NA,NA,NA,NA,NA
Chicago,AUTOMATIC DRAWN PRODUCTS INC.,10-762-4389,10-762-4389,Metal stamping,Metal stamping,No,No,No,https://www.dandb.com/businessdirectory/automaticdrawnproductsinc.-niles-il-15811413.html,https://www.dandb.com/businessdirectory/automaticdrawnproductsinc.-niles-il-15811413.html,"7405 N OAK PARK AVE, NILES, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,42.016045,MFG METAL STAMPINGS,-87.794097,Non Manufacturer,N/A,N/A,No,Rent,,Non-Subsidiary,WWW.AUTOMATICDRAWNPRODUCTS.COM,1984,,A D P,363316749,,,Single Location,,,,,,,"7405 N OAK PARK AVE, NILES, IL 60714",7405 N OAK PARK AVE,NILES,USA,COOK,IL,607143817,60714,,,34699916,Stamping metal for the trade,0,NA,NA,NA,NA,NA
Chicago,"MASTERCRAFT METAL SPINNING, INC",62-386-7553,62-386-7553,Metal stamping,Metal stamping,No,No,No,https://start.cortera.com/company/research/k3s8lwm2m/mastercraft-metal-spinning-inc/,https://start.cortera.com/company/research/k3s8lwm2m/mastercraft-metal-spinning-inc/,"4141 W KINZIE ST, CHICAGO, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.887722,MFG METAL STAMPINGS,-87.727869,Non Manufacturer,N/A,N/A,No,Owns,,Non-Subsidiary,,1990,,,363733430,,,Single Location,P.O. BOX 23139,CHICAGO,USA,COOK,ILLINOIS,606230139,"4141 W KINZIE ST, CHICAGO, IL 60624",4141 W KINZIE ST,CHICAGO,USA,COOK,IL,606241715,60624,,,34699915,Spinning metal for the trade,0,NA,NA,NA,NA,NA
Chicago,"ENTROPY CABINET SOLUTIONS INC., USA",92-897-3221,92-897-3221,"Laser cutting, forming, welding, bending, coating",Roll forming,ISO9001,Yes,No,https://www.ecsentropy.com,https://www.ecsentropy.com/contact.php,"918 N OAKLAWN AVE, ELMHURST, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,Importer,65-613-0788,ENTROPY PRECISION SYSTEM INC.,65-613-0788,ENTROPY PRECISION SYSTEM INC.,41.927338,MFG METAL STAMPINGS,-87.956903,Non Manufacturer,Low,4 - Less likely to pay,No,,(630) 834-3872,Subsidiary,WWW.ENTROPYGLOBAL.COM,1995,,,,92-897-3221,ENTROPY PRECISION SYSTEM INC.,Single Location,,,,,,,"918 N OAKLAWN AVE, ELMHURST, IL 60126",918 N OAKLAWN AVE,ELMHURST,USA,DUPAGE,IL,601261015,60126,,,34699916,Stamping metal for the trade,5000,"$1,948,719",11,11,$0,$0
Chicago,"T & H LEMONT, INC.",19-727-4178,19-727-4178,"Tube and pipe mills, roll formers, roll tooling",Roll forming,No,Yes,No,https://thlemont.com/,https://thlemont.com/company-information/,"5118 DANSHER RD, COUNTRYSIDE, IL",333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",,,Private,Importer,13-618-6702,"ROWAN TECHNOLOGIES, INC.",13-618-6702,"ROWAN TECHNOLOGIES, INC.",41.797092,MFG DIES/TOOLS/JIGS/FIXTURES,-87.863546,Non Manufacturer,Low,3 - Neutral,No,Owns,(708) 482-1800,Subsidiary,WWW.THLEMONT.COM,1963,,,362519888,13-618-6702,"ROWAN TECHNOLOGIES, INC.",Single Location,,,,,,,"5118 DANSHER RD, COUNTRYSIDE, IL 60525",5118 DANSHER RD,COUNTRYSIDE,USA,COOK,IL,605256906,60525,,,35440100,Special dies and tools,68000,"$17,216,583",80,80,$0,$0
Chicago,"PARKWAY METAL PRODUCTS, INC.",04-153-2185,04-153-2185,"Pressing, forming, stamping, welding, laser cutting, riveting",Roll forming,ISO9001,No,No,https://www.parkwaymetal.com/,https://www.parkwaymetal.com/contact-us/,"130 RAWLS RD, DES PLAINES, IL",332312,Fabricated Structural Metal Manufacturing,,,Private,,,,,,42.02651,STRUCTURAL METAL FABRICATION,-87.914868,Non Manufacturer,Low,1 - Most likely to pay,No,,(847) 789-4000,Non-Subsidiary,WWW.PARKWAYMETAL.COM,1966,,,362601860,,,Single Location,,,,,,,"130 RAWLS RD, DES PLAINES, IL 60018",130 RAWLS RD,DES PLAINES,USA,COOK,IL,600181329,60018,,,34410000,Fabricated structural metal,71000,"$21,297,472",90,90,$0,$0
Chicago,"MILLENIA METALS, LLC",07-937-5934,07-937-5934,"Metal fabrication, stamping, and roll forming",Roll forming,No,No,No,http://www.milleniapg.com/,http://www.milleniapg.com/contact/,"1345 NORWOOD AVE, ITASCA, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,13-297-2758,"MILLENIA PRODUCTS GROUP, INC.",13-297-2758,"MILLENIA PRODUCTS GROUP, INC.",41.986538,MFG METAL STAMPINGS,-88.035194,Non Manufacturer,Low,2 - Likely to pay,No,Rent,(630) 458-0401,Subsidiary,WWW.MILLENIAMETALS.COM,2013,,RAVINIA METALS,,13-297-2758,"MILLENIA PRODUCTS GROUP, INC.",Single Location,,,,,,,"1345 NORWOOD AVE, ITASCA, IL 60143",1345 NORWOOD AVE,ITASCA,USA,DUPAGE,IL,601431126,60143,,,34690000,"Metal stampings, nec",0,"$5,868,343",100,100,$0,$0
Chicago,"MILLENIA PRODUCTS GROUP, INC.",13-297-2758,13-297-2758,"Metal fabrication, metal stamping, roll forming",Roll forming,No,No,Yes,http://www.milleniapg.com/,http://www.milleniapg.com/contact/,"1345 NORWOOD AVE, ITASCA, IL",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,,,Private,Importer,13-297-2758,"MILLENIA PRODUCTS GROUP, INC.",13-297-2758,"MILLENIA PRODUCTS GROUP, INC.",41.986538,MFG MISC FABRICATED METAL PRODUCTS,-88.035194,Non Manufacturer,High,5 - Least Likely to pay,No,Rent,(630) 458-0401,Non-Subsidiary,WWW.MILLENIAPG.COM,1999,,MILL TEK METALS,200732183,13-297-2758,"MILLENIA PRODUCTS GROUP, INC.",Headquarters,,,,,,,"1345 NORWOOD AVE, ITASCA, IL 60143",1345 NORWOOD AVE,ITASCA,USA,DUPAGE,IL,601431126,60143,,,34990100,Fire- or burglary-resistive products,110000,"$86,515,000",300,130,$0,$0
Chicago,JOHNSON BROS METAL FORMING CO,00-511-0580,00-511-0580,Metal forming,Roll forming,No,No,No,https://www.johnsonrollforming.com/,https://www.johnsonrollforming.com/aboutus.htm,"5744 MCDERMOTT DR, BERKELEY, IL",332114,Custom Roll Forming,,,Private,,,,,,41.893334,MFG MISC STRUCTURAL METALWORK,-87.911021,Non Manufacturer,Low,N/A,No,,(708) 449-7050,Non-Subsidiary,WWW.JOHNSONROLLFORMING.COM,1948,,JOHNSON BROS. ROLL FORMING CO,362404317,,,Single Location,,,,,,,"5744 MCDERMOTT DR, BERKELEY, IL 60163",5744 MCDERMOTT DR,BERKELEY,USA,COOK,IL,601631102,60163,,,34499903,Custom roll formed products,0,NA,NA,NA,$0,$0
Chicago,"MILLENIA SPECIALTY METALS, LLC",07-937-7232,07-937-7232,"Metal fabrication, stamping, and roll forming",Roll forming,No,No,Yes,http://www.milleniapg.com/,http://www.milleniapg.com/contact/,"1345 NORWOOD AVE, ITASCA, IL",423510,Metal Service Centers and Other Metal Merchant Wholesalers,,,Private,,13-297-2758,"MILLENIA PRODUCTS GROUP, INC.",13-297-2758,"MILLENIA PRODUCTS GROUP, INC.",41.986538,METALS SERVICE CENTER,-88.035194,Non Manufacturer,Medium,3 - Neutral,No,,(630) 458-0401,Subsidiary,WWW.MILLENIAPG.COM,2012,,,,13-297-2758,"MILLENIA PRODUCTS GROUP, INC.",Single Location,,,,,,,"1345 NORWOOD AVE, ITASCA, IL 60143",1345 NORWOOD AVE,ITASCA,USA,DUPAGE,IL,601431126,60143,,,50510210,Iron or steel flat products,0,NA,NA,NA,"$182,924","$6,533"
Chicago,"ALTO MANUFACCTURING COMPANY, INC.",00-509-8363,00-509-8363,"Roll forming, stamping, assembling, and welding",Roll forming,No,No,No,https://www.altomfgco.com/,http://www.altomfgco.com/contact/,"2850 N ASHLAND AVE, CHICAGO, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.93383,MFG METAL STAMPINGS,-87.66887,Non Manufacturer,Low,N/A,No,,(773) 935-7080,Non-Subsidiary,WWW.ALTOMFGCO.COM,1919,,,360721331,,,Single Location,,,,,,,"2850 N ASHLAND AVE, CHICAGO, IL 60657",2850 N ASHLAND AVE,CHICAGO,USA,COOK,IL,606574042,60657,,,34699916,Stamping metal for the trade,0,NA,NA,NA,NA,NA
Peoria,ILLINI FOUNDRY COMPANY,00-547-2592,00-547-2592,"Casting, machining",Casting,No,No,No,https://www.illinifoundry.com/,https://www.illinifoundry.com/contact/,"7100 S ADAMS ST, BARTONVILLE, IL",331524,Aluminum Foundries (except Die-Casting),,,Private,,,,,,40.6389,ALUMINUM FOUNDRY,-89.65188,Non Manufacturer,Low,1 - Most likely to pay,No,Rent,(309) 697-3142,Non-Subsidiary,WWW.ILLINIFOUNDRY.COM,1929,,,371242113,,,Single Location,,,,,,,"7100 S ADAMS ST, BARTONVILLE, IL 61607",7100 S ADAMS ST,BARTONVILLE,USA,PEORIA,IL,616072852,61607,,,33650200,Aluminum and aluminum-based alloy castings,10000,"$1,021,304",5,5,$0,$0
Peoria,"ROME INDUSTRIES, INC.",00-545-1703,00-545-1703,Casting,Casting,No,No,No,http://www.romeindustries.com/index.html,http://www.romeindustries.com/contactinfo.html,"1703 W DETWEILLER DR, PEORIA, IL",339999,All Other Miscellaneous Manufacturing,,,Private,Importer,00-545-1703,"ROME INDUSTRIES, INC.",00-545-1703,"ROME INDUSTRIES, INC.",40.788738,MFG MISC PRODUCTS,-89.618623,Non Manufacturer,High,5 - Least Likely to pay,No,Rent,(309) 691-7120,Non-Subsidiary,WWW.ROMEINDUSTRIES.COM,1964,,,370919861,00-545-1703,"ROME INDUSTRIES, INC.",Headquarters,,,,,,,"1703 W DETWEILLER DR, PEORIA, IL 61615",1703 W DETWEILLER DR,PEORIA,USA,PEORIA,IL,616151688,61615,,,39990819,Lawn ornaments,12000,"$772,918",6,6,$0,$0
Peoria,META TEC OF ILLINOIS INC,18-533-3267,18-533-3267,Iron casting,Casting,No,No,No,https://www.bloomberg.com/profile/company/0457542D:US#xj4y7vzkg,https://www.bloomberg.com/profile/company/0457542D:US#xj4y7vzkg,"125 N COMMERCIAL ST, LACON, IL",331511,Iron Foundries,,,Private,,,,,,41.023802,GRAY/DUCTILE IRON FOUNDRY,-89.395567,Non Manufacturer,Low,2 - Likely to pay,No,Owns,(309) 246-2960,Non-Subsidiary,WWW.METATECINC.COM,1988,,,371232212,,,Single Location,,,,,,,"125 N COMMERCIAL ST, LACON, IL 61540",125 N COMMERCIAL ST,LACON,USA,MARSHALL,IL,615408820,61540,,,33219903,"Gray iron castings, nec",17200,"$15,176,557",85,85,$0,$0
Peoria,"TAZEWELL MACHINE WORKS, INC.",00-509-9247,00-509-9247,Casting,Casting,ISO9001,No,No,https://tazewellmachine.com/,https://tazewellmachine.com/contact/,"2015 S 2ND ST, PEKIN, IL",331524,Aluminum Foundries (except Die-Casting),,,Private,,,,,,40.543935,ALUMINUM FOUNDRY,-89.665556,Non Manufacturer,Low,1 - Most likely to pay,No,Owns,(309) 347-3181,Non-Subsidiary,WWW.TAZEWELLMACHINE.COM,1938,,,370799092,,,Single Location,P.O. BOX 895,PEKIN,USA,TAZEWELL,ILLINOIS,615550895,"2015 S 2ND ST, PEKIN, IL 61554",2015 S 2ND ST,PEKIN,USA,TAZEWELL,IL,615545465,61554,,,33650200,Aluminum and aluminum-based alloy castings,104000,"$22,723,636",134,134,$0,$0
Peoria,MAHONEY FOUNDRIES INC,05-994-2300,05-994-2300,Casting and machining,Casting,ISO9001,Yes,No,https://www.aluminumsandcastingsfoundry.com/,https://www.aluminumsandcastingsfoundry.com/webapp/p/441/e-mail-us,"29 N MAIN ST, VERMONT, IL",331523,Nonferrous Metal Die-Casting Foundries,,,Private,,06-470-2541,MAHONEY FOUNDRIES INC,06-470-2541,MAHONEY FOUNDRIES INC,40.29421,MFG NONFERROUS DIE-CASTINGS,-90.4279,Non Manufacturer,Low,1 - Most likely to pay,No,Owns,(309) 784-2311,Non-Subsidiary,WWW.ALUMINUMSANDCASTINGSFOUNDRY.COM,0,,VERMONT FOUNDRY CO,351308114,06-470-2541,MAHONEY FOUNDRIES INC,Branch,P.O. BOX 290,VERMONT,USA,FULTON,ILLINOIS,614840290,"29 N MAIN ST, VERMONT, IL 61484",29 N MAIN ST,VERMONT,USA,FULTON,IL,61484,61484,,,33640101,Brass and bronze die-castings,39681,NA,NA,NA,$0,$0
Peoria,CAST. TECHNOLOGIES INC.,03-260-9867,03-260-9867,"Brass, bronze, aluminum casting",Casting,ISO9001,No,No,https://casttechnologies.net/,https://casttechnologies.net/contact-us/,"2718 SW ADAMS ST, PEORIA, IL",331529,Other Nonferrous Metal Foundries (except Die-Casting),,,Private,,,,,,40.671532,NONFERROUS METAL FOUNDRY,-89.619542,Non Manufacturer,Low,2 - Likely to pay,No,,(309) 674-1402,Non-Subsidiary,WWW.CASTTECHNOLOGIES.NET,2018,,,,,,Single Location,,,,,,,"2718 SW ADAMS ST, PEORIA, IL 61602",2718 SW ADAMS ST,PEORIA,USA,PEORIA,IL,616021908,61602,,,33690000,"Nonferrous foundries, nec",0,"$177,368",4,4,NA,NA
Peoria,"JC TOOLS OF ILLINOIS, INC.",09-875-8220,09-875-8220,Tools,Die and tool,No,NA,NA,https://opencorporates.com/companies/us_il/CORP_55098182,https://opencorporates.com/companies/us_il/CORP_55098182,"500 S SPENCER ST, LEXINGTON, IL",332111,Iron and Steel Forging,,,Private,Importer,,,,,40.635934,MFG IRON/STEEL FORGINGS,-88.796063,Non Manufacturer,Low,N/A,No,,(309) 365-8270,Non-Subsidiary,,1978,,,371235131,,,Single Location,P.O. BOX 198,LEXINGTON,USA,MCLEAN,ILLINOIS,617530198,"500 S SPENCER ST, LEXINGTON, IL 61753",500 S SPENCER ST,LEXINGTON,USA,MCLEAN,IL,617531615,61753,,,34629905,Horseshoes,0,NA,NA,NA,$0,$0
Peoria,DEER CREEK FLANGE PIPE CO INC,78-322-4041,78-322-4041,Iron pipe,Forging,No,No,No,http://www.deercreekflangepipe.com/,http://www.deercreekflangepipe.com/contact-us/,"300 N LOGAN ST, DEER CREEK, IL",332111,Iron and Steel Forging,,,Private,,,,,,40.630232,MFG IRON/STEEL FORGINGS,-89.330516,Non Manufacturer,Low,1 - Most likely to pay,No,Rent,(309) 447-6981,Non-Subsidiary,WWW.DEERCREEKFLANGEPIPE.COM,1990,,,371264209,,,Single Location,P.O. BOX 50,DEER CREEK,USA,TAZEWELL,ILLINOIS,617330050,"300 N LOGAN ST, DEER CREEK, IL 61733",300 N LOGAN ST,DEER CREEK,USA,TAZEWELL,IL,617339314,61733,,,34629904,"Flange, valve, and pipe fitting forgings, ferrous",5000,"$353,913",3,3,$0,$0
Peoria,C. J. HOLDINGS INC.,00-524-4751,00-524-4751,Forging and stamping,Forging,No,No,No,https://www.dnb.com/business-directory/company-profiles.c_j_holdings_inc.eccefce4cd6619f6478a9f33014a4b7d.html,https://www.dnb.com/business-directory/company-profiles.c_j_holdings_inc.eccefce4cd6619f6478a9f33014a4b7d.html,"110 W WALNUT ST, CHILLICOTHE, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,40.91573,MFG METAL STAMPINGS,-89.485001,Non Manufacturer,Medium,1 - Most likely to pay,No,Owns,(309) 274-3141,Non-Subsidiary,,2004,,J & J MANUFACTURING,370704633,,,Single Location,,,,,,,"110 W WALNUT ST, CHILLICOTHE, IL 61523",110 W WALNUT ST,CHILLICOTHE,USA,PEORIA,IL,615231833,61523,,,34699908,"Machine parts, stamped or pressed metal",15000,"$500,000",6,6,$0,$0
Peoria,"GENACC, LLC",83-171-3602,83-171-3602,Metal fabrication,Forging,No,NA,NA,https://www.dnb.com/business-directory/company-profiles.genacc_llc.122688bc18610c01f0080d1324f03989.html,https://www.dnb.com/business-directory/company-profiles.genacc_llc.122688bc18610c01f0080d1324f03989.html,"60 STATE ST STE 101, PEORIA, IL",332112,Nonferrous Forging,,,Private,,,,,,40.684869,MFG NONFERROUS FORGINGS,-89.594156,Non Manufacturer,Low,2 - Likely to pay,No,,(309) 253-9034,Non-Subsidiary,,2009,,,,,,Single Location,,,,,,,"60 STATE ST STE 101, PEORIA, IL 61602",60 STATE ST STE 101,PEORIA,USA,PEORIA,IL,616025153,61602,,,34630101,"Engine or turbine forgings, nonferrous",0,"$1,151,607",8,8,$0,$0
Peoria,CUSTOM MACHINERY INC,00-542-6259,00-542-6259,Automation equipment and systems,Forging,No,NA,NA,https://www.linkedin.com/company/custom-machines-inc./about/,https://www.linkedin.com/company/custom-machines-inc./about/,"3910 WESLEY TER, SCHILLER PARK, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,40.6918,MFG METAL STAMPINGS,-89.5884,Non Manufacturer,N/A,N/A,No,Rent,,Non-Subsidiary,WWW.CUSTOMMACHINEINC.COM,1963,,,362598276,,,Single Location,,,,,,,"100 North East Adams, Peoria, Illinois 60000, US","100 North East Adams, Peoria, Illinois 60000, US",SCHILLER PARK,USA,COOK,IL,601762184,60176,,,34699908,"Machine parts, stamped or pressed metal",0,NA,NA,NA,$0,$0
